subway,마포역,,37.53923458,126.9458211,,2529,,5호선,,,서울특별시 마포구 도화동 292-29,서울특별시,마포구,도화동,292-29
subway,공덕역,,37.54431887,126.9518463,,2530,,공항철도 1호선&경의선&6호선&5호선,,서울특별시 마포구 만리재로 3,서울특별시 마포구 공덕동 255-9,서울특별시,마포구,공덕동,255-9
subway,애오개역,,37.55338834,126.9565753,,2531,,5호선,,,서울특별시 마포구 아현동 610-1,서울특별시,마포구,아현동,610-1
subway,서대문역,,37.56587587,126.9666823,,2533,,5호선,,,서울특별시 종로구 평동 211,서울특별시,종로구,평동,211
subway,광화문역,,37.57187882,126.9759752,,2534,,5호선,,서울특별시 종로구 세종대로 175 세종이야기,서울특별시 종로구 세종로 81-3,서울특별시,종로구,세종로,81-3
subway,청구역,,37.56001673,127.0137903,,2538,,6호선&5호선,,서울특별시 중구 청구로 77 청구역 5,서울특별시 중구 신당동 295-2,서울특별시,중구,신당동,295-2
subway,신금호역,,37.55465315,127.0205117,,2539,,5호선,,,서울특별시 성동구 금호동1가 506-6,서울특별시,성동구,금호동1가,506-6
subway,행당역,,37.55732904,127.0297475,,2540,,5호선,,서울특별시 성동구 행당로6길 97 행당한진타운 성광교회,서울특별시 성동구 행당동 346,서울특별시,성동구,행당동,346
subway,마장역,,37.56612593,127.043175,,2542,,5호선,,,서울특별시 성동구 마장동 810,서울특별시,성동구,마장동,810
subway,답십리역,,37.56678919,127.0520857,,2543,,5호선,,서울특별시 성동구 천호대로 282 남주빌딩,서울특별시 성동구 용답동 99-3,서울특별시,성동구,용답동,99-3
subway,장한평역,,37.56160454,127.0641021,,2544,,5호선,,,서울특별시 동대문구 장안동 472-3,서울특별시,동대문구,장안동,472-3
subway,군자역,,37.55687417,127.0795351,,2545,,7호선&5호선,,,서울특별시 광진구 능동 280-1,서울특별시,광진구,능동,280-1
subway,아차산역,,37.5524345,127.0892267,,2546,,5호선,,서울특별시 광진구 천호대로 657 5호선 아차산역,서울특별시 광진구 능동 256-16,서울특별시,광진구,능동,256-16
subway,광나루역,,37.54507088,127.1035799,,2547,,5호선,,서울특별시 광진구 아차산로 571 광나루역5호선,서울특별시 광진구 광장동 237,서울특별시,광진구,광장동,237
subway,천호역,,37.5381327,127.1231765,,2548,,8호선&5호선,,,서울특별시 송파구 풍납동 490-16,서울특별시,송파구,풍납동,490-16
subway,강동역,,37.53594264,127.1322153,,2549,,5호선,,,서울특별시 강동구 성내동 160-52,서울특별시,강동구,성내동,160-52
subway,길동역,,37.53779692,127.1400799,,2550,,5호선,,,서울특별시 강동구 길동 391-15,서울특별시,강동구,길동,391-15
subway,굽은다리역,,37.54543376,127.1430949,,2551,,5호선,,서울특별시 강동구 양재대로 1568 명일웨딩부페,서울특별시 강동구 명일동 353-2,서울특별시,강동구,명일동,353-2
subway,명일역,,37.55092836,127.1442913,,2552,,5호선,,서울특별시 강동구 양재대로 1630 GS마트,서울특별시 강동구 명일동 312-106,서울특별시,강동구,명일동,312-106
subway,고덕역,,37.55521572,127.1540232,,2553,,5호선,,서울특별시 강동구 고덕로 253 고덕역,서울특별시 강동구 고덕동 310,서울특별시,강동구,고덕동,310
subway,상일동역,,37.55641468,127.1656373,,2554,,5호선,,서울특별시 강동구 고덕로 360 고덕2치안센터,서울특별시 강동구 상일동 121-1,서울특별시,강동구,상일동,121-1
subway,둔촌동역,,37.5277391,127.1362148,,2555,,5호선,,,서울특별시 강동구 성내동 450-40,서울특별시,강동구,성내동,450-40
subway,올림픽공원역,,37.51641754,127.1310818,,2556,,5호선,,서울특별시 송파구 양재대로 1233 올림픽공원역,서울특별시 송파구 방이동 89-28,서울특별시,송파구,방이동,89-28
subway,방이역,,37.5086743,127.1261281,,2557,,5호선,,,서울특별시 송파구 오금동 17-20,서울특별시,송파구,오금동,17-20
subway,오금역,,37.50227515,127.1280717,,2558,,5호선&3호선,,,서울특별시 송파구 오금동 34-2,서울특별시,송파구,오금동,34-2
subway,개롱역,,37.49815933,127.1346825,,2559,,5호선,,서울특별시 송파구 오금로 402 개롱역,서울특별시 송파구 가락동 165-2,서울특별시,송파구,가락동,165-2
subway,거여역,,37.49358243,127.1438112,,2560,,5호선,,,서울특별시 송파구 거여동 21-18,서울특별시,송파구,거여동,21-18
subway,마천역,,37.49503765,127.1531409,,2561,,5호선,,서울특별시 송파구 마천로57길 16 마천금호아파트,서울특별시 송파구 마천동 304,서울특별시,송파구,마천동,304
subway,응암역,,37.59832109,126.915348,,2611,,6호선,,,서울특별시 은평구 신사동 22-15,서울특별시,은평구,신사동,22-15
subway,역촌역,,37.60623003,126.9232573,,2612,,6호선,,서울특별시 은평구 서오릉로 63 6호선 역촌역사무소,서울특별시 은평구 녹번동 144-69,서울특별시,은평구,녹번동,144-69
subway,독바위역,,37.61839926,126.9328723,,2614,,6호선,,서울특별시 은평구 불광로 129 불광1 치안센터,서울특별시 은평구 불광동 13-33,서울특별시,은평구,불광동,13-33
subway,구산역,,37.61114488,126.9167285,,2616,,6호선,,서울특별시 은평구 연서로 137 영진빌딩,서울특별시 은평구 구산동 1-1,서울특별시,은평구,구산동,1-1
subway,새절역,,37.5912018,126.9132864,,2617,,6호선,,서울특별시 은평구 증산로 389 신현아파트,서울특별시 은평구 신사동 337-5,서울특별시,은평구,신사동,337-5
subway,증산역,,37.5835945,126.9093782,,2618,,6호선,,서울특별시 은평구 증산로 306 6호선 증산역사무소,서울특별시 은평구 증산동 199-8,서울특별시,은평구,증산동,199-8
subway,디지털미디어시티역,,37.57682223,126.9000358,,2619,,공항철도 1호선&경의선&6호선,,,서울특별시 마포구 상암동 1092-1,서울특별시,마포구,상암동,1092-1
subway,월드컵경기장역,,37.56999897,126.8988995,,2620,,6호선,,,서울특별시 마포구 성산동,서울특별시,마포구,성산동,
subway,마포구청역,,37.56370635,126.9029828,,2621,,6호선,,,서울특별시 마포구 성산동 350-2,서울특별시,마포구,성산동,350-2
subway,망원역,,37.55553805,126.9097839,,2622,,6호선,,서울특별시 마포구 월드컵로13길 9,서울특별시 마포구 망원동 378-1,서울특별시,마포구,망원동,378-1
subway,상수역,,37.54743137,126.9228661,,2624,,6호선,,,서울특별시 마포구 상수동 309-20,서울특별시,마포구,상수동,309-20
subway,광흥창역,,37.54748027,126.9318782,,2625,,6호선,,,서울특별시 마포구 창전동 243-3,서울특별시,마포구,창전동,243-3
subway,대흥역,,37.54760476,126.9420354,,2626,,6호선,,서울특별시 마포구 백범로 96,서울특별시 마포구 대흥동 267-1,서울특별시,마포구,대흥동,267-1
subway,효창공원앞역,,37.53929516,126.9619786,,2628,,6호선,,서울특별시 용산구 백범로 295,서울특별시 용산구 효창동 70-3,서울특별시,용산구,효창동,70-3
subway,녹사평역,,37.53472741,126.9867544,,2630,,6호선,,서울특별시 용산구 녹사평대로 195 6호선 녹사평역,서울특별시 용산구 용산동4가 1-2,서울특별시,용산구,용산동4가,1-2
subway,이태원역,,37.53441098,126.9945431,,2631,,6호선,,서울특별시 용산구 이태원로 186 국민은행,서울특별시 용산구 이태원동 127-7,서울특별시,용산구,이태원동,127-7
subway,한강진역,,37.53957207,127.0014899,,2632,,6호선,,서울특별시 용산구 이태원로 271,서울특별시 용산구 한남동 산10-214,서울특별시,용산구,한남동,산10-214
subway,버티고개역,,37.54810618,127.0063106,,2633,,6호선,,서울특별시 중구 동호로17길 256-30 도현블랑빌 2차,서울특별시 중구 신당동 432-2163,서울특별시,중구,신당동,432-2163
subway,창신역,,37.57962209,127.0150976,,2638,,6호선,,서울특별시 종로구 지봉로 112 6호선 창신역,서울특별시 종로구 창신동 20-8,서울특별시,종로구,창신동,20-8
subway,보문역,,37.58548516,127.0191972,,2639,,6호선,,,서울특별시 성북구 보문동2가 91-1,서울특별시,성북구,보문동2가,91-1
subway,안암역,,37.58609595,127.0290474,,2640,,6호선,,,서울특별시 성북구 안암동5가 146-34,서울특별시,성북구,안암동5가,146-34
subway,고려대역,,37.59003319,127.0361457,,2641,,6호선,,서울특별시 성북구 종암로 1 고려대역,서울특별시 성북구 종암동 29-18,서울특별시,성북구,종암동,29-18
subway,월곡역,,37.60189568,127.0414193,,2642,,6호선,,서울특별시 성북구 월곡로 107 월곡역,서울특별시 성북구 하월곡동 35-1,서울특별시,성북구,하월곡동,35-1
subway,상월곡역,,37.60637282,127.0483616,,2643,,6호선,,,서울특별시 성북구 상월곡동 97-4,서울특별시,성북구,상월곡동,97-4
subway,돌곶이역,,37.61070098,127.0570307,,2644,,6호선,,서울특별시 성북구 화랑로 243 돌곶이역,서울특별시 성북구 석관동 349-8,서울특별시,성북구,석관동,349-8
subway,태릉입구역,,37.61806104,127.0752269,,2646,,7호선&6호선,,서울특별시 노원구 동일로 985 하늘사랑교회,서울특별시 노원구 공릉동 680-8,서울특별시,노원구,공릉동,680-8
subway,화랑대역,,37.62012,127.0844129,,2647,,6호선,,,서울특별시 노원구 공릉동 59,서울특별시,노원구,공릉동,59
subway,봉화산역,,37.61725695,127.0914231,,2648,,6호선,,서울특별시 중랑구 신내로 232 봉화산역,서울특별시 중랑구 신내동 643-1,서울특별시,중랑구,신내동,643-1
subway,장암역,,37.6996398,127.053092,,2711,,7호선,,,경기도 의정부시 장암동 245,경기도,의정부시,장암동,245
subway,수락산역,,37.67767318,127.0552986,,2713,,7호선,,서울특별시 노원구 동일로 1662 수락산역,서울특별시 노원구 상계동 1132-9,서울특별시,노원구,상계동,1132-9
subway,마들역,,37.66500431,127.0578509,,2714,,7호선,,서울특별시 노원구 동일로 1530-1,서울특별시 노원구 상계동 650,서울특별시,노원구,상계동,650
subway,중계역,,37.64503547,127.0642626,,2716,,7호선,,서울특별시 노원구 동일로 1308-1 중계역,서울특별시 노원구 중계동 503-3,서울특별시,노원구,중계동,503-3
subway,하계역,,37.63625762,127.0685015,,2717,,7호선,,,서울특별시 노원구 하계동 284-2,서울특별시,노원구,하계동,284-2
subway,공릉역,,37.62545048,127.072955,,2718,,7호선,,서울특별시 노원구 동일로 1074 공릉역,서울특별시 노원구 공릉동 385-4,서울특별시,노원구,공릉동,385-4
subway,먹골역,,37.61079034,127.0777204,,2720,,7호선,,서울특별시 중랑구 동일로 901 먹골역,서울특별시 중랑구 묵동 189-5,서울특별시,중랑구,묵동,189-5
subway,중화역,,37.602284,127.079356,,2721,,7호선,,서울특별시 중랑구 동일로 797 중화역,서울특별시 중랑구 중화동 50-3,서울특별시,중랑구,중화동,50-3
subway,상봉역,,37.59600907,127.0853282,,2722,,중앙선&7호선,,서울특별시 중랑구 면목로 495 이레빌딩,서울특별시 중랑구 상봉동 115-1,서울특별시,중랑구,상봉동,115-1
subway,면목역,,37.58873493,127.0872675,,2723,,7호선,,,서울특별시 중랑구 면목동 120-30,서울특별시,중랑구,면목동,120-30
subway,사가정역,,37.58090631,127.0884359,,2724,,7호선,,,서울특별시 중랑구 면목동 496-26,서울특별시,중랑구,면목동,496-26
subway,용마산역,,37.57389773,127.0869426,,2725,,7호선,,서울특별시 중랑구 용마산로 227 용마산역,서울특별시 중랑구 면목동 1382-13,서울특별시,중랑구,면목동,1382-13
subway,어린이대공원역,,37.54796107,127.0746871,,2728,,7호선,,,서울특별시 광진구 능동 463-1,서울특별시,광진구,능동,463-1
subway,중곡역,,37.56588086,127.0842396,,2726,,7호선,,,서울특별시 광진구 중곡동 273-1,서울특별시,광진구,중곡동,273-1
subway,뚝섬유원지역,,37.53193152,127.0669962,,2730,,7호선,,서울특별시 광진구 능동로 10 7호선 뚝섬유원지역,서울특별시 광진구 자양동 73-2,서울특별시,광진구,자양동,73-2
subway,청담역,,37.51937827,127.0537052,,2731,,7호선,,,서울특별시 강남구 삼성동 111-47,서울특별시,강남구,삼성동,111-47
subway,강남구청역,,37.51696842,127.0413514,,2732,,분당선&7호선,,,서울특별시 강남구 논현동 279-92,서울특별시,강남구,논현동,279-92
subway,학동역,,37.5139619,127.0318938,,2733,,7호선,,서울특별시 강남구 학동로 208 오창빌딩,서울특별시 강남구 논현동 208,서울특별시,강남구,논현동,208
subway,논현역,,37.51112775,127.0216318,,2734,,7호선,,서울특별시 강남구 학동로 102 논현역,서울특별시 강남구 논현동 280,서울특별시,강남구,논현동,280
subway,반포역,,37.50827106,127.0116917,,2735,,7호선,,서울특별시 서초구 신반포로 241 반포역,서울특별시 서초구 잠원동 103,서울특별시,서초구,잠원동,103
subway,내방역,,37.48763835,126.993462,,2737,,7호선,,서울특별시 서초구 서초대로 103 내방역,서울특별시 서초구 방배동 874-16,서울특별시,서초구,방배동,874-16
subway,남성역,,37.48455327,126.9710527,,2739,,7호선,,,서울특별시 동작구 사당동 250-6,서울특별시,동작구,사당동,250-6
subway,숭실대입구역,,37.49613452,126.9540404,,2740,,7호선,,서울특별시 동작구 상도로 378 7호선 숭실대입구역,서울특별시 동작구 상도동 514,서울특별시,동작구,상도동,514
subway,상도역,,37.50274534,126.9481418,,2741,,7호선,,,서울특별시 동작구 상도1동 752-2,서울특별시,동작구,상도1동,752-2
subway,장승배기역,,37.50471573,126.9387896,,2742,,7호선,,서울특별시 동작구 상도로 188 장승배기역,서울특별시 동작구 상도동 26-20,서울특별시,동작구,상도동,26-20
subway,신대방삼거리역,,37.49997024,126.9279823,,2743,,7호선,,서울특별시 동작구 상도로 65 대방동빌딩,서울특별시 동작구 대방동 394-7,서울특별시,동작구,대방동,394-7
subway,보라매역,,37.50013474,126.9205047,,2744,,7호선,,,서울특별시 동작구 대방동 466-49,서울특별시,동작구,대방동,466-49
subway,신풍역,,37.50029961,126.9094218,,2745,,7호선,,,서울특별시 영등포구 신길동 3599-2,서울특별시,영등포구,신길동,3599-2
subway,남구로역,,37.48585346,126.8872693,,2747,,7호선,,,서울특별시 구로구 구로동 800-16,서울특별시,구로구,구로동,800-16
subway,철산역,,37.47633015,126.8685713,,2749,,7호선,,경기도 광명시 철산로 13 철산역,경기도 광명시 철산동 526,경기도,광명시,철산동,526
subway,광명사거리역,,37.47922264,126.8550897,,2750,,7호선,,경기도 광명시 오리로 980 광명사거리역,경기도 광명시 광명동 158-211,경기도,광명시,광명동,158-211
subway,천왕역,,37.48705108,126.8389644,,2751,,7호선,,,서울특별시 구로구 오류동,서울특별시,구로구,오류동,
subway,까치울역,,37.5062436,126.8108744,,2753,,7호선,,경기도 부천시 원미구 길주로 626 까치울역,경기도 부천시 원미구 춘의동 3-1,경기도,부천시 원미구,춘의동,3-1
subway,부천종합운동장역,,37.50514051,126.7977581,,2754,,7호선,,경기도 부천시 원미구 소사로 482 부천종합운동장,경기도 부천시 원미구 춘의동 8,경기도,부천시 원미구,춘의동,8
subway,춘의역,,37.50367969,126.786905,,2755,,7호선,,,경기도 부천시 원미구 춘의동,경기도,부천시 원미구,춘의동,
subway,신중동역,,37.50329908,126.7760491,,2756,,7호선,,,경기도 부천시 원미구 중동 1242,경기도,부천시 원미구,중동,1242
subway,부천시청역,,37.50471672,126.7638306,,2757,,7호선,,경기도 부천시 원미구 길주로 202 부천시청역,경기도 부천시 원미구 중동 1243,경기도,부천시 원미구,중동,1243
subway,상동역,,37.50577651,126.7534223,,2758,,7호선,,경기도 부천시 원미구 길주로 104 상동역,경기도 부천시 원미구 상동 633,경기도,부천시 원미구,상동,633
subway,삼산체육관역,,37.50683241,126.7416565,,2759,,7호선,,,인천광역시 부평구 삼산동 458-4,인천광역시,부평구,삼산동,458-4
subway,굴포천역,,37.50681216,126.7326087,,2760,,7호선,,,인천광역시 부평구 부개동 487,인천광역시,부평구,부개동,487
subway,암사역,,37.55007512,127.1276772,,2811,,8호선,,,서울특별시 강동구 암사동 548,서울특별시,강동구,암사동,548
subway,강동구청역,,37.53048774,127.1205484,,2813,,8호선,,,서울특별시 강동구 성내동 62-1,서울특별시,강동구,성내동,62-1
subway,몽촌토성역,,37.51738441,127.1123878,,2814,,8호선,,,서울특별시 송파구 방이동 94-3,서울특별시,송파구,방이동,94-3
subway,석촌역,,37.50557507,127.1074484,,2816,,8호선,,,서울특별시 송파구 송파동 68,서울특별시,송파구,송파동,68
subway,송파역,,37.49951638,127.111805,,2817,,8호선,,서울특별시 송파구 송파대로 345 가락시영아파트,서울특별시 송파구 가락동 479,서울특별시,송파구,가락동,479
subway,가락시장역,,37.4930301,127.118354,,2818,,8호선&3호선,,서울특별시 송파구 송파대로 257 가락시장역,서울특별시 송파구 가락동 184-23,서울특별시,송파구,가락동,184-23
subway,문정역,,37.48572067,127.1224492,,2819,,8호선,,,서울특별시 송파구 문정동 315-2,서울특별시,송파구,문정동,315-2
subway,장지역,,37.47858076,127.1262816,,2820,,8호선,,서울특별시 송파구 송파대로 82 장지역,서울특별시 송파구 장지동 201-5,서울특별시,송파구,장지동,201-5
subway,산성역,,37.45647219,127.1494915,,2822,,8호선,,,경기도 성남시 수정구 신흥동 4-4,경기도,성남시 수정구,신흥동,4-4
subway,남한산성입구역,,37.45161833,127.1600285,,2823,,8호선,,,경기도 성남시 중원구 금광동 4850,경기도,성남시 중원구,금광동,4850
subway,단대오거리역,,37.44522597,127.1564214,,2824,,8호선,,,경기도 성남시 수정구 신흥동 2458-1,경기도,성남시 수정구,신흥동,2458-1
subway,신흥역,,37.44101361,127.1473276,,2825,,8호선,,경기도 성남시 수정구 산성대로 243-5,경기도 성남시 수정구 신흥동 2467,경기도,성남시 수정구,신흥동,2467
subway,수진역,,37.43744311,127.140437,,2826,,8호선,,경기도 성남시 수정구 산성대로 200 수진역,경기도 성남시 수정구 수진동 2205-1,경기도,성남시 수정구,수진동,2205-1
subway,계양역,,37.57157582,126.7360074,,3110,,공항철도 1호선&경의선,,,인천광역시 계양구 귤현동 451-475,인천광역시,계양구,귤현동,451-475
subway,부평구청역,,37.5085857,126.7203874,,3118,,7호선,,인천광역시 부평구 부평대로 189 부평구청역,인천광역시 부평구 청천동 112,인천광역시,부평구,청천동,112
subway,원인재역,,37.41237064,126.687886,,3130,,수인선,,인천광역시 연수구 경원대로 285 원인재역,인천광역시 연수구 연수동 647,인천광역시,연수구,연수동,647
subway,개화역,,37.57840075,126.7971058,,4101,,9호선,,서울특별시 강서구 개화동로8길 38 종합관리및 복리후생동,서울특별시 강서구 개화동 493-2,서울특별시,강서구,개화동,493-2
subway,공항시장역,,37.56364796,126.8110905,,4103,,9호선,,,서울특별시 강서구 공항동 22-84,서울특별시,강서구,공항동,22-84
subway,신방화역,,37.56726124,126.8169672,,4104,,9호선,,,서울특별시 강서구 마곡동,서울특별시,강서구,마곡동,
subway,마곡나루역,,37.56691666,126.8273815,,4105,,9호선,,,서울특별시 강서구 마곡동,서울특별시,강서구,마곡동,
subway,양천향교역,,37.56791009,126.8417771,,4106,,9호선,,서울특별시 강서구 양천로 354 옥천빌딩,서울특별시 강서구 가양동 133,서울특별시,강서구,가양동,133
subway,가양역,,37.5611873,126.8545582,,4107,,9호선,,,서울특별시 강서구 등촌동 77-21,서울특별시,강서구,등촌동,77-21
subway,증미역,,37.55795092,126.8604497,,4108,,9호선,,서울특별시 강서구 양천로 550 강서소방서,서울특별시 강서구 등촌동 630-2,서울특별시,강서구,등촌동,630-2
subway,등촌역,,37.55110873,126.8649893,,4109,,9호선,,서울특별시 강서구 공항대로 529 등촌역9호선,서울특별시 강서구 등촌동 666-94,서울특별시,강서구,등촌동,666-94
subway,염창역,,37.54697504,126.8747285,,4110,,9호선,,서울특별시 강서구 공항대로 631 염창역 9호선,서울특별시 강서구 염창동 284-84,서울특별시,강서구,염창동,284-84
subway,신목동역,,37.5439205,126.883243,,4111,,9호선,,,서울특별시 양천구 목동 138-23,서울특별시,양천구,목동,138-23
subway,선유도역,,37.53780332,126.8932185,,4112,,9호선,,서울특별시 영등포구 양평로21가길 4,서울특별시 영등포구 양평동5가 33,서울특별시,영등포구,양평동5가,33
subway,국회의사당역,,37.5280132,126.9176689,,4114,,9호선,,서울특별시 영등포구 국회대로 758 국회의사당역,서울특별시 영등포구 여의도동 1-6,서울특별시,영등포구,여의도동,1-6
subway,샛강역,,37.51684779,126.9280879,,4116,,9호선,,,서울특별시 영등포구 여의도동 5-7,서울특별시,영등포구,여의도동,5-7
subway,노들역,,37.51289644,126.953428,,4118,,9호선,,,서울특별시 동작구 본동 126-3,서울특별시,동작구,본동,126-3
subway,흑석역,,37.50893583,126.963836,,4119,,9호선,,,서울특별시 동작구 흑석동 3,서울특별시,동작구,흑석동,3
subway,구반포역,,37.50173301,126.9873626,,4121,,9호선,,,서울특별시 서초구 반포동,서울특별시,서초구,반포동,
subway,신반포역,,37.50353575,126.9964098,,4122,,9호선,,서울특별시 서초구 신반포로 105 신반포역,서울특별시 서초구 반포동 128-1,서울특별시,서초구,반포동,128-1
subway,사평역,,37.50447929,127.0154097,,4124,,9호선,,,서울특별시 서초구 반포동,서울특별시,서초구,반포동,
subway,신논현역,,37.50465793,127.0251812,,4125,,9호선,,서울특별시 강남구 봉은사로 102 신논현역,서울특별시 강남구 역삼동 800,서울특별시,강남구,역삼동,800
subway,언주역,,37.50717857,127.03423,,4126,,9호선2단계,,서울특별시 강남구 논현로 570 부봉빌딩,서울특별시 강남구 역삼동 650,서울특별시,강남구,역삼동,650
subway,삼성중앙역,,37.51221775,127.0523293,,4128,,9호선2단계,,서울특별시 강남구 봉은사로74길 7-11,서울특별시 강남구 삼성동 117-4,서울특별시,강남구,삼성동,117-4
subway,봉은사역,,37.51401596,127.0604745,,4129,,9호선2단계,,,서울특별시 강남구 삼성동 111-8,서울특별시,강남구,삼성동,111-8
subway,검암역,,37.56921989,126.6733521,,4209,,공항철도 1호선&경의선,,,인천광역시 서구 시천동 162-125,인천광역시,서구,시천동,162-125
subway,청라국제도시역,,37.55609699,126.6236136,,4210,,공항철도 1호선,,,인천광역시 서구 경서동 714,인천광역시,서구,경서동,714
subway,운서역,,37.49272157,126.4938496,,4211,,공항철도 1호선,,인천광역시 중구 흰바위로59번길 26 운서역,인천광역시 중구 운서동 1427-27,인천광역시,중구,운서동,1427-27
subway,공항화물청사역,,37.4589536,126.4776214,,4212,,공항철도 1호선,,,인천광역시 중구 운서동 2844-6,인천광역시,중구,운서동,2844-6
