﻿111000061,구산사거리,10000000,N,126.9122833,37.6133667,서울,80214,1,752&7613&7720&7722&9701&
111000062,역촌중앙시장,10000000,N,126.91425,37.6126667,서울,80213,1,7722&*9701&752&7613&7720&9701&
111000063,구산역2번출구.예일여고,10000000,N,126.9178333,37.6107333,서울,80212,1,760&7722&*9701&752&7613&9701&
111000064,하나은행역촌동지점,10000000,N,126.9200333,37.6093,서울,80211,1,760&7722&*9701&752&7613&9701&
111000065,역촌역역촌오거리,10000000,N,126.9224,37.6066,서울,80210,1,760&7722&*9701&752&7613&8774&9701&
111000066,녹번초등학교.서대문세무서별관,10000000,N,126.9250333,37.6037,서울,80209,1,*9701&7212&752&9701&
111000077,대림시장,10000000,N,126.9165,37.5877833,서울,80208,1,760&7025&751&7613&7719&
111000078,대림시장,10000000,N,126.9170333,37.5887167,서울,80207,1,760&7025&751&7613&7719&
111000079,응암역신사오거리,10000000,N,126.9152333,37.5979667,서울,80206,1,571&7212&753&7613&
111000080,신흥시장,10000000,N,126.9145667,37.5954333,서울,80205,1,571&7212&753&7613&
111000081,새절역숭실고입구,10000000,N,126.91345,37.5912167,서울,80204,1,571&7017&7018&7021&753&7611&7714&7730&
111000082,와산교,10000000,N,126.9127,37.5879167,서울,80203,1,571&7018&7021&753&7611&7714&7730&
111000084,증산중학교입구,10000000,N,126.9062667,37.58095,서울,80202,1,571&7019&7021&753&7611&7714&7730&
111000085,증산중학교입구,10000000,N,126.9063833,37.5806167,서울,80201,1,571&7019&7021&753&7611&7714&7730&
111000086,증산역증산동주민센터,10000000,N,126.9096833,37.5837167,서울,80200,1,571&7019&7021&753&7611&7714&7730&
115000146,가양3동도시개발9단지아파트,10000000,N,126.8630667,37.55985,서울,84088,1,1002&6627&6631&6642&6643&6712&
115000147,가양도시개발9단지세현고등학교,10000000,N,126.8637333,37.55985,서울,84089,1,1002&6627&6631&6642&6645&6712&
115000148,염창동아3차아파트나이아가라호,10000000,N,126.87765,37.5491,서울,84116,1,1002&
115000150,염창동새마을금고,10000000,N,126.8732333,37.5502667,서울,84115,1,1002&6627&6631&6642&670&6712&672&
115000151,염창동새마을금고,10000000,N,126.8727,37.5502167,서울,84098,1,1002&6627&6631&6642&670&6712&672&
115000152,한마음삼성아파트관음삼성아파트,10000000,N,126.8698833,37.5530333,서울,84097,1,1002&
115000153,관음삼성아파트,10000000,N,126.8693667,37.5529167,서울,84096,1,1002&
115000154,태영.삼성한사랑아파트,10000000,N,126.8654333,37.5550833,서울,84093,1,1002&6627&6631&6642&670&6712&672&
115000155,금호.한솔아파트,10000000,N,126.8655333,37.5555333,서울,84092,1,1002&6627&6631&6642&670&6712&672&
115000156,블루나인비지니스센터.이마트,10000000,N,126.8636833,37.5562833,서울,84090,1,1002&6627&6631&6642&670&6712&672&
115000157,블루나인비지니스센터.이마트,10000000,N,126.8639667,37.5565667,서울,84091,1,1002&6627&6631&6642&670&6712&672&
115000162,가양역.우성아파트,10000000,N,126.8539833,37.5614833,서울,84184,1,652&6632&672&
115000163,가양역.우성아파트,10000000,N,126.8534,37.5621333,서울,84183,1,652&7700&6632&672&
115000164,SBS공개홀,10000000,N,126.8508,37.5635167,서울,84182,1,652&6632&672&
115000165,SBS공개홀,10000000,N,126.84985,37.5637,서울,84181,1,652&6632&672&
115000168,등촌동대림아파트,10000000,N,126.8484,37.5644333,서울,84180,1,652&672&
115000169,가양동대상,10000000,N,126.84745,37.5652833,서울,84179,1,652&
115000170,씨제이주식회사,10000000,N,126.8449333,37.56665,서울,84178,1,652&
115000171,씨제이주식회사,10000000,N,126.8437667,37.5669333,서울,84148,1,652&
116000084,오류1동주민센터,10000000,N,126.8445167,37.49655,서울,85011,1,5626&6614&6616&75&88-1&88&83&10&160&6613&6640A&670&N16&
116000085,오류동역,10000000,N,126.8433667,37.4956333,서울,85010,1,5626&6614&6616&75&88-1&88&83&10&160&6613&6640B&670&N16&
108000001,수유3동우체국(중),10000000,Y,127.0290333,37.64145,서울,77007,1,106&107&108&150&10-1&133&36&36(심야)&118&72&
108000002,수유3동우체국(중),10000000,Y,127.0289667,37.6408167,서울,77006,1,106&107&108&150&10-1&133&36&36(심야)&118&72&
108000003,수유역(중),10000000,Y,127.0241333,37.6366667,서울,77002,1,106&107&108&150&10-1&133&36&36(심야)&118&72&3003&
108000004,수유역강북구청(중),10000000,Y,127.02515,37.6374833,서울,77005,1,106&107&108&150&10-1&133&36&36(심야)&118&72&
